DATA,LOCAL,VELOCIDADE DO VENTO
09/05/2022,DKVRB,16.2
09/05/2022,BNVFU,20.3
09/05/2022,ANYUE,19.2
09/05/2022,LBIBC,18.0
10/10/2021,VYVGI,3.2
10/10/2021,USQAC,16.2
10/10/2021,IPWXM,4.4
10/10/2021,DENKA,6.5
10/10/2021,HUUUZ,26.1
10/10/2021,PQBLT,9.1
10/10/2021,QQAGC,28.7
10/10/2021,SQORR,14.6
10/10/2021,ZLNXH,16.8
10/10/2021,DSAII,0.5
10/10/2021,ZQVSU,4.0
10/10/2021,ZQLQF,20.8
10/10/2021,JUALF,1.8
10/10/2021,ODNJR,32.2
10/10/2021,QTKNK,11.7
10/10/2021,NPFFO,20.1
10/10/2021,VODXF,32.6
10/10/2021,TRETF,8.5
10/10/2021,DTMHI,32.5
10/10/2021,JZGDA,27.4
10/10/2021,FSABB,11.8
10/10/2021,YMYHI,5.8
10/10/2021,VASJU,11.5
10/10/2021,KXFFP,4.9
10/10/2021,ORGYD,7.1
10/10/2021,HLLJI,27.7
10/10/2021,NBZGO,14.4
10/10/2021,YGMWM,25.5
10/10/2021,WOVHE,25.6
10/10/2021,PXLGY,17.0
10/10/2021,YDTEU,15.4
10/10/2021,SLZLX,13.6
10/10/2021,XGKEN,20.4
10/10/2021,EABDR,15.9
10/10/2021,NNQIH,21.8
10/10/2021,FTCLW,11.2
10/10/2021,ZJPKS,13.9
10/10/2021,GTJRP,1.4
10/10/2021,XFDUL,9.9
10/10/2021,MXPAM,29.6
10/10/2021,PYJZU,0.7
10/10/2021,VUBPL,0.7
10/10/2021,SMCRS,1.3
10/10/2021,SSNQX,13.1
10/10/2021,MYEJE,5.1
10/10/2021,JYWGJ,19.1
10/10/2021,VBGYH,24.3
10/10/2021,ALXPA,6.1
10/10/2021,OYSCR,0.0
10/10/2021,VKYDS,12.9
10/10/2021,HHVXE,10.5
10/10/2021,GOLZK,5.2
10/10/2021,AAGGK,31.1
10/10/2021,CSCHI,17.7
10/10/2021,NSTZL,9.1
10/10/2021,WYEFJ,12.9
10/10/2021,NYPJG,11.5
10/10/2021,QHLNE,28.0
10/10/2021,GKGVE,15.4
10/10/2021,PIDOD,24.6
10/10/2021,EFTDM,22.3
10/10/2021,DMPLW,25.2
10/10/2021,RXCIP,22.5
10/10/2021,WKOUM,4.6
10/10/2021,IPXXJ,2.7
10/10/2021,XBEOU,26.6
10/10/2021,UFWMZ,23.5
10/10/2021,CGILB,10.2
10/10/2021,ICRWF,10.1
10/10/2021,HLOHY,28.5
10/10/2021,UQJIF,17.6
10/10/2021,GGBYI,21.7
10/10/2021,JMXMO,13.6
10/10/2021,MVIRX,31.3
10/10/2021,HMWPM,3.9
10/10/2021,WMQGI,8.6
10/10/2021,FDUYC,1.6
10/10/2021,GVFBA,0.4
10/10/2021,GUWNT,15.3
10/10/2021,APNMN,18.9
10/10/2021,NUGGK,16.2
10/10/2021,TYCYW,12.4
10/10/2021,AOBUQ,4.6
10/10/2021,WRZIC,10.8
10/10/2021,PALPN,17.4
10/10/2021,LSCQF,15.1
10/10/2021,SNUWB,20.8
10/10/2021,OOWLJ,5.7
10/10/2021,VZGRS,19.1
10/10/2021,SUWIW,21.3
10/10/2021,IPBHI,27.4
10/10/2021,YWEYG,25.8
10/10/2021,XIHWT,12.2
10/10/2021,JIXYP,29.5
10/10/2021,GWDFV,12.9
10/10/2021,LECCX,4.0
10/10/2021,MRWAB,5.0
10/10/2021,GRSHX,31.5
10/10/2021,DUNVK,2.0
10/10/2021,FIAJG,3.5
10/10/2021,FKCFL,6.5
10/10/2021,RZXRA,30.3
10/10/2021,IFPOP,16.7
10/10/2021,SRZPM,12.7
10/10/2021,HGVHP,2.2
10/10/2021,WOGQR,21.1
10/10/2021,LHIDE,20.8
10/10/2021,DVWOH,12.7
10/10/2021,REKCM,18.1
10/10/2021,CXWBB,30.2
10/10/2021,GPVYT,14.0
10/10/2021,OLISD,9.2
10/10/2021,BIGSA,27.1
10/10/2021,RENLA,13.1
10/10/2021,DWOZD,24.6
10/10/2021,OFLUR,3.7
10/10/2021,IHJVV,29.7
10/10/2021,YRZRK,4.2
10/10/2021,PEVHE,18.6
10/10/2021,UHBWY,23.7
10/10/2021,WVAXG,13.5
10/10/2021,TYZGZ,11.9
10/10/2021,WTKCW,12.4
10/10/2021,GSOCR,3.4
10/10/2021,RRVRV,11.0
10/10/2021,YQRWY,2.2
10/10/2021,XCTZF,1.9
10/10/2021,EGZIU,9.8
10/10/2021,JBMHV,7.7
10/10/2021,FDEQR,9.7
10/10/2021,AVJOM,27.8
10/10/2021,UMNEI,17.9
10/10/2021,SYZEI,9.8
10/10/2021,CWLTI,20.9
10/10/2021,RAZMS,14.1
10/10/2021,KBBZU,24.7
10/10/2021,WRHTT,25.8
10/10/2021,FXWQA,16.1
10/10/2021,EFTSM,15.3
10/10/2021,SOAYS,0.6
10/10/2021,BBEFC,22.3
10/10/2021,BPYMG,21.8
10/10/2021,AOUGH,7.5
10/10/2021,QDFYZ,28.2
10/10/2021,EOVWI,22.2
10/10/2021,ZEHVO,31.4
10/10/2021,QEUVP,27.7
10/10/2021,DHQPF,16.0
10/10/2021,WIYLF,11.1
10/10/2021,NFQPX,19.5
10/10/2021,WJXRS,15.0
10/10/2021,QWFAU,3.8
10/10/2021,SJFRM,29.4
10/10/2021,FQDLL,0.7
10/10/2021,FQEJP,29.8
10/10/2021,TEXZM,14.8
10/10/2021,FLUAV,29.7
10/10/2021,PFNNW,32.4
10/10/2021,MTLAN,23.0
10/10/2021,KLBZI,23.2
10/10/2021,YPQNJ,10.7
10/10/2021,BYGJD,3.9
10/10/2021,KRFTL,0.0
10/10/2021,JZTIE,31.4
10/10/2021,XIRCS,18.5
10/10/2021,WCJUH,20.8
10/10/2021,VQCVX,7.8
10/10/2021,ZOHFZ,26.1
10/10/2021,VCKJR,9.6
10/10/2021,NCQEO,25.9
10/10/2021,FFRKS,10.2
10/10/2021,JFCPE,16.9
10/10/2021,RSEJJ,11.4
10/10/2021,WNYKN,21.5
10/10/2021,QRZBZ,11.6
10/10/2021,RHMHZ,21.7
10/10/2021,EGPYK,20.0
10/10/2021,IAEQS,26.4
10/10/2021,WNZHM,26.2
10/10/2021,HSWFZ,29.9
10/10/2021,PYPJZ,7.7
10/10/2021,ICMCI,19.6
10/10/2021,HMZOK,31.4
10/10/2021,WCSMC,17.8
10/10/2021,HLWUD,28.5
10/10/2021,YKIQR,15.7
10/10/2021,UNFLJ,26.1
10/10/2021,WGEZY,5.9
10/10/2021,PLHLQ,22.2
10/10/2021,AYINV,1.3
10/10/2021,GUPXF,24.2
10/10/2021,BWFCD,0.6
10/10/2021,GYMNW,3.5
10/10/2021,HHCQN,18.4
10/10/2021,JJBIF,31.0
10/10/2021,TPEFG,29.0
10/10/2021,AOGUO,6.0
10/10/2021,UOANU,8.9
10/10/2021,XIUXL,27.9
10/10/2021,LUIYB,4.5
10/10/2021,QPBTK,31.3
10/10/2021,VTQBI,22.2
10/10/2021,SUMFL,26.2
10/10/2021,BWODT,11.0
10/10/2021,AWXSX,10.7
10/10/2021,ZTIFF,31.7
10/10/2021,DIMPP,9.4
10/10/2021,NNBOW,12.7
10/10/2021,UHAEI,14.6
10/10/2021,UZXCI,22.5
10/10/2021,OCZXI,22.7
10/10/2021,HEXAM,31.8
10/10/2021,UGQWT,4.6
10/10/2021,FHPKL,7.7
10/10/2021,ZFMCJ,7.1
10/10/2021,QRGCJ,20.8
10/10/2021,NVDCV,16.7
10/10/2021,ZGOGT,15.4
10/10/2021,CNWLE,5.1
10/10/2021,DDXDJ,16.3
10/10/2021,ZPBEH,11.9
10/10/2021,RWKHX,14.0
10/10/2021,GYTYQ,19.6
10/10/2021,QOSNH,28.9
10/10/2021,FIVYC,10.2
10/10/2021,EPHKD,29.2
10/10/2021,ABXRZ,4.1
10/10/2021,MTAMV,11.4
10/10/2021,PVCPM,14.4
10/10/2021,QFUAR,19.3
10/10/2021,QDXPS,13.1
10/10/2021,CNNCK,3.5
10/10/2021,ROFTR,26.5
10/10/2021,MDGNI,26.7
10/10/2021,EDPGQ,11.9
10/10/2021,CMCRZ,1.9
10/10/2021,ACDHA,1.2
10/10/2021,AMSHS,29.9
10/10/2021,NONYR,6.0
10/10/2021,TEAAU,1.0
10/10/2021,SZLHA,2.4
10/10/2021,SBJSB,6.2
10/10/2021,LPMOG,1.8
10/10/2021,TLWDX,26.8
10/10/2021,GPZNX,30.9
10/10/2021,QPHPP,29.3
10/10/2021,OVHSC,21.6
10/10/2021,IOAEM,9.1
10/10/2021,MLMJR,27.0
10/10/2021,DHBIW,26.2
10/10/2021,NZHRS,19.2
10/10/2021,MLVGY,16.2
10/10/2021,DKVRB,1.1
10/10/2021,BNVFU,7.4
10/10/2021,ANYUE,3.4
10/10/2021,LBIBC,12.5
12/10/2021,VYVGI,4.6
12/10/2021,USQAC,13.3
12/10/2021,IPWXM,26.2
12/10/2021,DENKA,22.3
12/10/2021,HUUUZ,17.4
12/10/2021,PQBLT,13.8
12/10/2021,QQAGC,24.1
12/10/2021,SQORR,8.6
12/10/2021,ZLNXH,9.4
12/10/2021,DSAII,8.9
12/10/2021,ZQVSU,24.9
12/10/2021,ZQLQF,16.0
12/10/2021,JUALF,28.5
12/10/2021,ODNJR,30.3
12/10/2021,QTKNK,12.0
12/10/2021,NPFFO,4.2
12/10/2021,VODXF,17.8
12/10/2021,TRETF,29.7
12/10/2021,DTMHI,30.1
12/10/2021,JZGDA,32.5
12/10/2021,FSABB,18.6
12/10/2021,YMYHI,31.8
12/10/2021,VASJU,5.7
12/10/2021,KXFFP,26.6
12/10/2021,ORGYD,31.2
12/10/2021,HLLJI,21.8
12/10/2021,NBZGO,14.0
12/10/2021,YGMWM,25.3
12/10/2021,WOVHE,24.4
12/10/2021,PXLGY,7.8
12/10/2021,YDTEU,3.3
12/10/2021,SLZLX,26.2
12/10/2021,XGKEN,16.4
12/10/2021,EABDR,24.4
12/10/2021,NNQIH,11.1
12/10/2021,FTCLW,13.9
12/10/2021,ZJPKS,4.6
12/10/2021,GTJRP,8.8
12/10/2021,XFDUL,24.0
12/10/2021,MXPAM,32.3
12/10/2021,PYJZU,29.7
12/10/2021,VUBPL,4.9
12/10/2021,SMCRS,4.7
12/10/2021,SSNQX,19.9
12/10/2021,MYEJE,16.4
12/10/2021,JYWGJ,18.9
12/10/2021,VBGYH,13.5
12/10/2021,ALXPA,25.8
12/10/2021,OYSCR,14.7
12/10/2021,VKYDS,28.1
12/10/2021,HHVXE,12.2
12/10/2021,GOLZK,5.8
12/10/2021,AAGGK,2.4
12/10/2021,CSCHI,23.9
12/10/2021,NSTZL,14.0
12/10/2021,WYEFJ,20.4
12/10/2021,NYPJG,21.2
12/10/2021,QHLNE,23.3
12/10/2021,GKGVE,8.7
12/10/2021,PIDOD,27.7
12/10/2021,EFTDM,16.7
12/10/2021,DMPLW,30.9
12/10/2021,RXCIP,21.7
12/10/2021,WKOUM,29.0
12/10/2021,IPXXJ,6.3
12/10/2021,XBEOU,28.2
12/10/2021,UFWMZ,18.9
12/10/2021,CGILB,13.0
12/10/2021,ICRWF,28.6
12/10/2021,HLOHY,9.9
12/10/2021,UQJIF,26.2
12/10/2021,GGBYI,28.8
12/10/2021,JMXMO,22.7
12/10/2021,MVIRX,6.7
12/10/2021,HMWPM,9.0
12/10/2021,WMQGI,10.1
12/10/2021,FDUYC,21.6
12/10/2021,GVFBA,1.6
12/10/2021,GUWNT,2.3
12/10/2021,APNMN,16.6
12/10/2021,NUGGK,5.9
12/10/2021,TYCYW,10.1
12/10/2021,AOBUQ,0.1
12/10/2021,WRZIC,32.5
12/10/2021,PALPN,25.0
12/10/2021,LSCQF,16.4
12/10/2021,SNUWB,27.3
12/10/2021,OOWLJ,8.6
12/10/2021,VZGRS,14.9
12/10/2021,SUWIW,6.7
12/10/2021,IPBHI,26.0
12/10/2021,YWEYG,2.8
12/10/2021,XIHWT,1.0
12/10/2021,JIXYP,4.8
12/10/2021,GWDFV,15.4
12/10/2021,LECCX,27.5
12/10/2021,MRWAB,19.3
12/10/2021,GRSHX,0.1
12/10/2021,DUNVK,6.1
12/10/2021,FIAJG,26.0
12/10/2021,FKCFL,26.4
12/10/2021,RZXRA,0.7
12/10/2021,IFPOP,6.9
12/10/2021,SRZPM,17.4
12/10/2021,HGVHP,3.9
12/10/2021,WOGQR,3.0
12/10/2021,LHIDE,5.4
12/10/2021,DVWOH,17.2
12/10/2021,REKCM,11.9
12/10/2021,CXWBB,29.1
12/10/2021,GPVYT,20.7
12/10/2021,OLISD,7.9
12/10/2021,BIGSA,23.4
12/10/2021,RENLA,16.8
12/10/2021,DWOZD,23.9
12/10/2021,OFLUR,5.1
12/10/2021,IHJVV,5.3
12/10/2021,YRZRK,2.7
12/10/2021,PEVHE,8.5
12/10/2021,UHBWY,6.8
12/10/2021,WVAXG,18.0
12/10/2021,TYZGZ,29.6
12/10/2021,WTKCW,9.8
12/10/2021,GSOCR,28.2
12/10/2021,RRVRV,15.7
12/10/2021,YQRWY,13.6
12/10/2021,XCTZF,25.1
12/10/2021,EGZIU,10.9
12/10/2021,JBMHV,2.6
12/10/2021,FDEQR,7.7
12/10/2021,AVJOM,32.4
12/10/2021,UMNEI,1.0
12/10/2021,SYZEI,29.2
12/10/2021,CWLTI,16.0
12/10/2021,RAZMS,4.7
12/10/2021,KBBZU,5.8
12/10/2021,WRHTT,16.8
12/10/2021,FXWQA,10.0
12/10/2021,EFTSM,4.7
12/10/2021,SOAYS,10.7
12/10/2021,BBEFC,9.8
12/10/2021,BPYMG,30.3
12/10/2021,AOUGH,7.9
12/10/2021,QDFYZ,25.9
12/10/2021,EOVWI,25.4
12/10/2021,ZEHVO,13.7
12/10/2021,QEUVP,1.4
12/10/2021,DHQPF,24.7
12/10/2021,WIYLF,1.7
12/10/2021,NFQPX,29.3
12/10/2021,WJXRS,7.9
12/10/2021,QWFAU,14.6
12/10/2021,SJFRM,23.1
12/10/2021,FQDLL,17.4
12/10/2021,FQEJP,12.5
12/10/2021,TEXZM,17.4
12/10/2021,FLUAV,1.7
12/10/2021,PFNNW,30.0
12/10/2021,MTLAN,17.9
12/10/2021,KLBZI,24.1
12/10/2021,YPQNJ,2.4
12/10/2021,BYGJD,7.8
12/10/2021,KRFTL,0.3
12/10/2021,JZTIE,20.2
12/10/2021,XIRCS,30.8
12/10/2021,WCJUH,21.1
12/10/2021,VQCVX,14.1
12/10/2021,ZOHFZ,0.6
12/10/2021,VCKJR,5.3
12/10/2021,NCQEO,9.7
12/10/2021,FFRKS,7.7
12/10/2021,JFCPE,27.2
12/10/2021,RSEJJ,23.0
12/10/2021,WNYKN,2.6
12/10/2021,QRZBZ,18.9
12/10/2021,RHMHZ,24.6
12/10/2021,EGPYK,30.0
12/10/2021,IAEQS,12.6
12/10/2021,WNZHM,10.7
12/10/2021,HSWFZ,27.2
12/10/2021,PYPJZ,10.4
12/10/2021,ICMCI,24.8
12/10/2021,HMZOK,2.2
12/10/2021,WCSMC,25.2
12/10/2021,HLWUD,11.9
12/10/2021,YKIQR,21.1
12/10/2021,UNFLJ,30.1
12/10/2021,WGEZY,17.4
12/10/2021,PLHLQ,31.8
12/10/2021,AYINV,12.3
12/10/2021,GUPXF,10.0
12/10/2021,BWFCD,4.3
12/10/2021,GYMNW,3.4
12/10/2021,HHCQN,18.8
12/10/2021,JJBIF,5.1
12/10/2021,TPEFG,1.5
12/10/2021,AOGUO,14.0
12/10/2021,UOANU,8.0
12/10/2021,XIUXL,18.0
12/10/2021,LUIYB,10.6
12/10/2021,QPBTK,28.2
12/10/2021,VTQBI,12.1
12/10/2021,SUMFL,24.8
12/10/2021,BWODT,21.4
12/10/2021,AWXSX,22.1
12/10/2021,ZTIFF,20.2
12/10/2021,DIMPP,13.9
12/10/2021,NNBOW,10.1
12/10/2021,UHAEI,21.8
12/10/2021,UZXCI,0.7
12/10/2021,OCZXI,6.1
12/10/2021,HEXAM,15.2
12/10/2021,UGQWT,11.0
12/10/2021,FHPKL,21.6
12/10/2021,ZFMCJ,13.6
12/10/2021,QRGCJ,9.4
12/10/2021,NVDCV,5.6
12/10/2021,ZGOGT,7.0
12/10/2021,CNWLE,26.5
12/10/2021,DDXDJ,27.8
12/10/2021,ZPBEH,20.9
12/10/2021,RWKHX,20.6
12/10/2021,GYTYQ,30.7
12/10/2021,QOSNH,16.9
12/10/2021,FIVYC,18.6
12/10/2021,EPHKD,19.8
12/10/2021,ABXRZ,5.3
12/10/2021,MTAMV,4.6
12/10/2021,PVCPM,11.2
12/10/2021,QFUAR,6.0
12/10/2021,QDXPS,20.5
12/10/2021,CNNCK,8.3
12/10/2021,ROFTR,11.3
12/10/2021,MDGNI,7.6
12/10/2021,EDPGQ,28.3
12/10/2021,CMCRZ,15.9
12/10/2021,ACDHA,19.7
12/10/2021,AMSHS,17.1
12/10/2021,NONYR,24.4
12/10/2021,TEAAU,26.7
12/10/2021,SZLHA,16.2
12/10/2021,SBJSB,19.5
12/10/2021,LPMOG,10.0
12/10/2021,TLWDX,27.4
12/10/2021,GPZNX,16.3
12/10/2021,QPHPP,3.3
12/10/2021,OVHSC,19.5
12/10/2021,IOAEM,21.2
12/10/2021,MLMJR,28.8
12/10/2021,DHBIW,28.4
12/10/2021,NZHRS,31.0
12/10/2021,MLVGY,14.1
12/10/2021,DKVRB,15.4
12/10/2021,BNVFU,21.5
12/10/2021,ANYUE,27.2
12/10/2021,LBIBC,13.2
29/03/2021,VYVGI,9.6
29/03/2021,USQAC,19.2
29/03/2021,IPWXM,20.0
29/03/2021,DENKA,31.4
29/03/2021,HUUUZ,21.3
29/03/2021,PQBLT,11.0
29/03/2021,QQAGC,0.9
29/03/2021,SQORR,2.6
29/03/2021,ZLNXH,4.7
29/03/2021,DSAII,12.6
29/03/2021,ZQVSU,1.5
29/03/2021,ZQLQF,20.0
29/03/2021,JUALF,16.5
29/03/2021,ODNJR,7.8
29/03/2021,QTKNK,3.1
29/03/2021,NPFFO,0.0
29/03/2021,VODXF,16.6
29/03/2021,TRETF,20.9
29/03/2021,DTMHI,5.0
29/03/2021,JZGDA,31.8
29/03/2021,FSABB,13.1
29/03/2021,YMYHI,6.1
29/03/2021,VASJU,16.6
29/03/2021,KXFFP,5.1
29/03/2021,ORGYD,29.0
29/03/2021,HLLJI,26.0
29/03/2021,NBZGO,25.4
29/03/2021,YGMWM,14.7
29/03/2021,WOVHE,0.0
29/03/2021,PXLGY,18.5
29/03/2021,YDTEU,27.9
29/03/2021,SLZLX,26.4
29/03/2021,XGKEN,0.2
29/03/2021,EABDR,13.0
29/03/2021,NNQIH,6.2
29/03/2021,FTCLW,14.9
29/03/2021,ZJPKS,29.9
29/03/2021,GTJRP,1.9
29/03/2021,XFDUL,22.3
29/03/2021,MXPAM,18.5
29/03/2021,PYJZU,21.1
29/03/2021,VUBPL,23.6
29/03/2021,SMCRS,17.2
29/03/2021,SSNQX,2.0
29/03/2021,MYEJE,14.8
29/03/2021,JYWGJ,18.9
29/03/2021,VBGYH,16.6
29/03/2021,ALXPA,5.0
29/03/2021,OYSCR,4.9
29/03/2021,VKYDS,9.2
29/03/2021,HHVXE,23.4
29/03/2021,GOLZK,29.2
29/03/2021,AAGGK,5.2
29/03/2021,CSCHI,27.9
29/03/2021,NSTZL,9.0
29/03/2021,WYEFJ,5.3
29/03/2021,NYPJG,23.8
29/03/2021,QHLNE,6.4
29/03/2021,GKGVE,30.7
29/03/2021,PIDOD,18.1
29/03/2021,EFTDM,28.3
29/03/2021,DMPLW,18.2
29/03/2021,RXCIP,2.3
29/03/2021,WKOUM,3.7
29/03/2021,IPXXJ,10.5
29/03/2021,XBEOU,9.8
29/03/2021,UFWMZ,6.7
29/03/2021,CGILB,11.8
29/03/2021,ICRWF,1.7
29/03/2021,HLOHY,29.9
29/03/2021,UQJIF,26.6
29/03/2021,GGBYI,15.0
29/03/2021,JMXMO,27.6
29/03/2021,MVIRX,12.2
29/03/2021,HMWPM,23.6
29/03/2021,WMQGI,0.3
29/03/2021,FDUYC,14.0
29/03/2021,GVFBA,14.6
29/03/2021,GUWNT,5.6
29/03/2021,APNMN,29.2
29/03/2021,NUGGK,28.0
29/03/2021,TYCYW,11.5
29/03/2021,AOBUQ,29.7
29/03/2021,WRZIC,13.1
29/03/2021,PALPN,7.8
29/03/2021,LSCQF,13.9
29/03/2021,SNUWB,25.6
29/03/2021,OOWLJ,3.3
29/03/2021,VZGRS,25.1
29/03/2021,SUWIW,26.3
29/03/2021,IPBHI,27.3
29/03/2021,YWEYG,10.3
29/03/2021,XIHWT,27.4
29/03/2021,JIXYP,26.0
29/03/2021,GWDFV,32.0
29/03/2021,LECCX,0.1
29/03/2021,MRWAB,13.1
29/03/2021,GRSHX,6.6
29/03/2021,DUNVK,26.4
29/03/2021,FIAJG,0.8
29/03/2021,FKCFL,30.9
29/03/2021,RZXRA,15.3
29/03/2021,IFPOP,32.2
29/03/2021,SRZPM,19.5
29/03/2021,HGVHP,15.4
29/03/2021,WOGQR,19.1
29/03/2021,LHIDE,25.4
29/03/2021,DVWOH,29.0
29/03/2021,REKCM,31.9
29/03/2021,CXWBB,29.6
29/03/2021,GPVYT,21.7
29/03/2021,OLISD,15.2
29/03/2021,BIGSA,18.6
29/03/2021,RENLA,15.2
29/03/2021,DWOZD,18.8
29/03/2021,OFLUR,15.9
29/03/2021,IHJVV,27.1
29/03/2021,YRZRK,17.4
29/03/2021,PEVHE,3.3
29/03/2021,UHBWY,2.5
29/03/2021,WVAXG,11.3
29/03/2021,TYZGZ,23.9
29/03/2021,WTKCW,6.3
29/03/2021,GSOCR,2.9
29/03/2021,RRVRV,26.4
29/03/2021,YQRWY,7.3
29/03/2021,XCTZF,3.1
29/03/2021,EGZIU,0.6
29/03/2021,JBMHV,19.2
29/03/2021,FDEQR,6.2
29/03/2021,AVJOM,12.2
29/03/2021,UMNEI,0.5
29/03/2021,SYZEI,29.8
29/03/2021,CWLTI,10.7
29/03/2021,RAZMS,20.8
29/03/2021,KBBZU,15.6
29/03/2021,WRHTT,2.0
29/03/2021,FXWQA,9.8
29/03/2021,EFTSM,5.9
29/03/2021,SOAYS,25.0
29/03/2021,BBEFC,14.5
29/03/2021,BPYMG,18.0
29/03/2021,AOUGH,12.8
29/03/2021,QDFYZ,32.4
29/03/2021,EOVWI,30.6
29/03/2021,ZEHVO,2.6
29/03/2021,QEUVP,12.4
29/03/2021,DHQPF,28.6
29/03/2021,WIYLF,9.9
29/03/2021,NFQPX,27.3
29/03/2021,WJXRS,11.7
29/03/2021,QWFAU,31.6
29/03/2021,SJFRM,28.6
29/03/2021,FQDLL,18.6
29/03/2021,FQEJP,6.8
29/03/2021,TEXZM,2.6
29/03/2021,FLUAV,3.4
29/03/2021,PFNNW,28.0
29/03/2021,MTLAN,3.8
29/03/2021,KLBZI,10.7
29/03/2021,YPQNJ,0.0
29/03/2021,BYGJD,15.2
29/03/2021,KRFTL,13.5
29/03/2021,JZTIE,26.2
29/03/2021,XIRCS,15.0
29/03/2021,WCJUH,29.1
29/03/2021,VQCVX,23.6
29/03/2021,ZOHFZ,13.3
29/03/2021,VCKJR,4.9
29/03/2021,NCQEO,30.0
29/03/2021,FFRKS,30.1
29/03/2021,JFCPE,8.9
29/03/2021,RSEJJ,29.7
29/03/2021,WNYKN,12.2
29/03/2021,QRZBZ,21.0
29/03/2021,RHMHZ,1.9
29/03/2021,EGPYK,0.2
29/03/2021,IAEQS,6.7
29/03/2021,WNZHM,17.4
29/03/2021,HSWFZ,17.7
29/03/2021,PYPJZ,19.7
29/03/2021,ICMCI,15.7
29/03/2021,HMZOK,17.8
29/03/2021,WCSMC,23.5
29/03/2021,HLWUD,24.8
29/03/2021,YKIQR,7.7
29/03/2021,UNFLJ,23.7
29/03/2021,WGEZY,10.2
29/03/2021,PLHLQ,11.3
29/03/2021,AYINV,26.6
29/03/2021,GUPXF,28.6
29/03/2021,BWFCD,30.3
29/03/2021,GYMNW,16.3
29/03/2021,HHCQN,13.7
29/03/2021,JJBIF,5.0
29/03/2021,TPEFG,11.8
29/03/2021,AOGUO,31.4
29/03/2021,UOANU,27.7
29/03/2021,XIUXL,19.1
29/03/2021,LUIYB,8.4
29/03/2021,QPBTK,10.6
29/03/2021,VTQBI,29.1
29/03/2021,SUMFL,30.3
29/03/2021,BWODT,26.2
29/03/2021,AWXSX,14.7
29/03/2021,ZTIFF,20.3
29/03/2021,DIMPP,1.2
29/03/2021,NNBOW,17.7
29/03/2021,UHAEI,11.4
29/03/2021,UZXCI,6.5
29/03/2021,OCZXI,3.5
29/03/2021,HEXAM,14.8
29/03/2021,UGQWT,7.5
29/03/2021,FHPKL,31.8
29/03/2021,ZFMCJ,20.2
29/03/2021,QRGCJ,10.6
29/03/2021,NVDCV,14.9
29/03/2021,ZGOGT,7.8
29/03/2021,CNWLE,20.5
29/03/2021,DDXDJ,27.2
29/03/2021,ZPBEH,23.3
29/03/2021,RWKHX,32.7
29/03/2021,GYTYQ,20.0
29/03/2021,QOSNH,10.0
29/03/2021,FIVYC,15.7
29/03/2021,EPHKD,9.6
29/03/2021,ABXRZ,10.1
29/03/2021,MTAMV,22.6
29/03/2021,PVCPM,20.5
29/03/2021,QFUAR,1.7
29/03/2021,QDXPS,26.0
29/03/2021,CNNCK,0.0
29/03/2021,ROFTR,13.2
29/03/2021,MDGNI,14.3
29/03/2021,EDPGQ,23.6
29/03/2021,CMCRZ,19.2
29/03/2021,ACDHA,22.0
29/03/2021,AMSHS,27.9
29/03/2021,NONYR,21.0
29/03/2021,TEAAU,27.2
29/03/2021,SZLHA,32.7
29/03/2021,SBJSB,18.4
29/03/2021,LPMOG,27.4
29/03/2021,TLWDX,2.9
29/03/2021,GPZNX,23.7
29/03/2021,QPHPP,8.2
29/03/2021,OVHSC,1.1
29/03/2021,IOAEM,4.4
29/03/2021,MLMJR,18.7
29/03/2021,DHBIW,20.6
29/03/2021,NZHRS,17.1
29/03/2021,MLVGY,22.4
29/03/2021,DKVRB,1.0
29/03/2021,BNVFU,16.4
29/03/2021,ANYUE,29.0
29/03/2021,LBIBC,9.8
19/09/2020,VYVGI,11.6
19/09/2020,USQAC,8.7
19/09/2020,IPWXM,8.1
19/09/2020,DENKA,3.2
19/09/2020,HUUUZ,13.3
19/09/2020,PQBLT,25.4
19/09/2020,QQAGC,20.6
19/09/2020,SQORR,16.0
19/09/2020,ZLNXH,6.1
19/09/2020,DSAII,9.0
19/09/2020,ZQVSU,26.2
19/09/2020,ZQLQF,8.2
19/09/2020,JUALF,0.9
19/09/2020,ODNJR,25.7
19/09/2020,QTKNK,7.0
19/09/2020,NPFFO,26.0
19/09/2020,VODXF,29.6
19/09/2020,TRETF,15.9
19/09/2020,DTMHI,10.6
19/09/2020,JZGDA,16.2
19/09/2020,FSABB,6.6
19/09/2020,YMYHI,26.5
19/09/2020,VASJU,24.7
19/09/2020,KXFFP,8.8
19/09/2020,ORGYD,30.5
19/09/2020,HLLJI,11.1
19/09/2020,NBZGO,2.1
19/09/2020,YGMWM,28.9
19/09/2020,WOVHE,17.6
19/09/2020,PXLGY,17.4
19/09/2020,YDTEU,5.2
19/09/2020,SLZLX,18.3
19/09/2020,XGKEN,7.3
19/09/2020,EABDR,21.9
19/09/2020,NNQIH,9.1
19/09/2020,FTCLW,18.0
19/09/2020,ZJPKS,22.9
19/09/2020,GTJRP,4.9
19/09/2020,XFDUL,8.2
19/09/2020,MXPAM,25.1
19/09/2020,PYJZU,1.3
19/09/2020,VUBPL,13.2
19/09/2020,SMCRS,15.1
19/09/2020,SSNQX,8.9
19/09/2020,MYEJE,6.4
19/09/2020,JYWGJ,25.0
19/09/2020,VBGYH,13.7
